"Together For The First Time, FUJIFILM Medical Systems U.S.A., Inc. And FUJIFILM Healthcare Americas Corporation Present Comprehensive Portfolio Of Medical Solutions At AHRA 2021",https://www.laboratorynetwork.com/doc/together-for-the-first-time-fujifilm-of-medical-solutions-at-ahra-0001,7/28/2021,"Fresh off its acquisition of Hitachi’s medical imaging business, FUJIFILM Medical Systems U.S.A., Inc. today announced that they will be exhibiting for the first time with FUJIFILM Healthcare Americas Corporation (formerly Hitachi’s Diagnostics imaging business) at the Association for Medical Imaging Management (AHRA) 2021 Annual Meeting and Exposition."
Ichor Blood Services Launches Quantitative COVID-19 Spike Protein Antibody Test Through The Mayo Clinic,https://www.laboratorynetwork.com/doc/ichor-blood-services-launches-quantitative-covid-spike-protein-antibody-test-through-the-mayo-clinic-0001,7/28/2021,"Ichor Blood Services, a private lab specimen collection company based in Calgary, Alberta has added quantitative COVID-19 spike protein antibody testing from the Mayo Clinic to its portfolio of privately available tests in Canada."
Covalent Metrology Expands Analytical Chemistry Capabilities With Triple-Quadrupole Inductively Coupled Plasma Mass Spectrometry (ICP-MS),https://www.laboratorynetwork.com/doc/covalent-metrology-expands-triple-quadrupole-inductively-coupled-plasma-mass-spectrometry-icp-ms-0001,7/27/2021,"Covalent Metrology, a leading North American provider of analytical services, announces an expansion of its chemical analysis capabilities with the install of a Thermo Scientific iCAP TQ for inductively coupled plasma mass spectroscopy (ICP-MS)."
GreyStone Labs In Irving Texas Provides Cutting Edge Services To Texas,https://www.laboratorynetwork.com/doc/greystone-labs-in-irving-texas-provides-cutting-edge-services-to-texas-0001,7/27/2021,
Galaxy Diagnostics Launches Broadest IFA Serology Panel Available For Bartonella Infection,https://www.laboratorynetwork.com/doc/galaxy-diagnostics-launches-broadest-ifa-serology-panel-available-for-bartonella-infection-0001,7/27/2021,"Galaxy Diagnostics, Inc., the science leader in sample enrichment powered testing solutions for elusive flea and tick-borne pathogens, today announced the launch of the most comprehensive Bartonella IFA Serology (IgG) Panel commercially available for human health testing."
"HealthTab™ Adds ID Now™ Molecular Test Device To Abbott Distribution Agreement, Now Offers First Real-Time Reporting Of SARS-CoV-2, Flu, Strep And RSV System In Pharmacy",https://www.laboratorynetwork.com/doc/healthtab-adds-id-now-molecular-reporting-of-sars-cov-flu-strep-and-rsv-system-in-pharmacy-0001,7/26/2021,"Avricore Health Inc. (TSXV: AVCR, OTC: AVCRF) (“Avricore Health” or the “Company”) is pleased to announce the signing of the first amendment to its supplier distribution agreement between HealthTab™ Inc., a wholly owned subsidiary, and Abbott, the global healthcare company and diagnostics leader, in Canada."
PixCell Medical And Gamidor Diagnostics Partner To Introduce Point-Of-Care Hematology Analysis In Israel,https://www.laboratorynetwork.com/doc/pixcell-medical-and-gamidor-diagnostics-partner-to-introduce-point-of-care-hematology-analysis-in-israel-0001,7/26/2021,"PixCell Medical, innovator of rapid diagnostic solutions at the point-of-care, today announced it has signed an exclusive distribution agreement with medical diagnostics company Gamidor Diagnostics to distribute the HemoScreen™, PixCell's hematology analyzer, across Israel. This deal follows a global shift spurred by the COVID-19 pandemic towards near-patient, digitally connected testing and diagnostics."
PathAI Enters Into Clinical Diagnostics Through Acquisition Of Poplar Healthcare Management,https://www.laboratorynetwork.com/doc/pathai-enters-into-clinical-diagnostics-through-acquisition-of-poplar-healthcare-management-0001,7/26/2021,"PathAI, a global provider of artificial intelligence-powered technology for pathology, announced their acquisition of Poplar, the management service organization for Poplar Healthcare PLLC, an industry-leading independent anatomic pathology laboratory services provider."
"ORTHO OPTIX™ Reader Completes Transfusion Medicine Portfolio, Now Available In Canada",https://www.laboratorynetwork.com/doc/ortho-optix-reader-completes-transfusion-medicine-portfolio-now-available-in-canada-0001,7/26/2021,"Ortho Clinical Diagnostics (Nasdaq: OCDX), one of the world's largest pure-play in vitro diagnostics companies, today announced its semi-automated ORTHO OPTIX™ Reader, which allows lower-volume transfusion labs to elevate their standard of patient care with the quality of results expected of an automated platform, is now available in Canada."
PathogenDx Receives CE-IVD Mark For Its Microarray-Based DetectX-Rv Test For COVID-19,https://www.laboratorynetwork.com/doc/pathogendx-receives-ce-ivd-mark-for-its-microarray-based-detectx-rv-test-for-covid-0001,7/21/2021,"PathogenDx, Inc., an Arizona based biotechnology company which has developed a multiplexed microarray DNA-based pathogen testing platform, today announced that it has received the CE-IVD Mark for the sale and distribution of its patented DetectX-Rv Microarray Assay for COVID-19 testing across Europe. The CE-IVD mark is in conformance with the European Union In Vitro Diagnostic Directive 98/79/EC."
"AnchorDx's Non-Invasive Bladder Cancer Early Detection Test, UriFind, Earns ‘Breakthrough Device Designation’ From FDA",https://www.laboratorynetwork.com/doc/anchordx-s-non-invasive-bladder-cancer-early-detection-test-device-designation-from-fda-0001,7/21/2021,"AnchorDx, a world-leading developer of cancer screening and early detection solutions, on July 13, 2021, was awarded a Breakthrough Device Designation (""BTD"") by the US Food and Drug Administration (FDA) for UriFind (or ""the Test""), an early detection test for bladder cancer based on urine DNA methylation detection. This is the first BTD granted to liquid biopsy test for bladder cancer detection in China."
Unilabs Signs Deal With Ibex To Deploy AI-Powered Cancer Diagnostics,https://www.laboratorynetwork.com/doc/unilabs-signs-deal-with-ibex-to-deploy-ai-powered-cancer-diagnostics-0001,7/21/2021,"Unilabs, a leading international provider of diagnostic services, and Ibex Medical Analytics, the pioneer in artificial intelligence-powered cancer diagnostics, have agreed on a deal to implement Ibex's AI platform in pathology labs across Europe."
Grey Stone Labs In Texas: New Career Opportunities Available,https://www.laboratorynetwork.com/doc/grey-stone-labs-in-texas-new-career-opportunities-available-0001,7/21/2021,"Grey Stone Laboratories, based in Irving, Texas, is pleased to discuss the career opportunities available in their field. At the Grey Stone labs in Texas, due to the many different medical tests conducted, the company requires many different medical laboratory technicians as a part of their team."
Diagnostic Support Services (DS2) Selects Lyniate To Advance Innovation In Laboratory Settings,https://www.laboratorynetwork.com/doc/diagnostic-support-services-ds-selects-lyniate-to-advance-innovation-in-laboratory-settings-0001,7/20/2021,"Lyniate, the most trusted connector of healthcare worldwide, today announced that Diagnostic Support Services (DS2), a premier provider of data integration services to laboratories, has selected Lyniate Corepoint to enable advanced interoperability."
BD Seeks To Transform Patient Experience Through Vision Of 'One-Stick Hospital Stay',https://www.laboratorynetwork.com/doc/bd-seeks-to-transform-patient-experience-through-vision-of-one-stick-hospital-stay-0001,7/20/2021,"BD (Becton, Dickinson and Company) (NYSE: BDX), a leading global medical technology company, today announced it has taken a large step forward in transforming the patient experience through a vision of a ""One-Stick Hospital Stay,"" building on its history of innovation and leadership in blood collection and vascular access solutions."
LexaGene’s MiQLab Detects Common Bioreactor Contaminant Up To 300 Times Faster Than Conventional Methods,https://www.laboratorynetwork.com/doc/lexagene-s-miqlab-detects-common-bioreactor-contaminant-up-conventional-methods-0001,7/20/2021,"LexaGene Holdings, Inc., (OTCQB: LXXGF; TSX-V: LXG) (“LexaGene” or the “Company”), a molecular diagnostics company that develops fully automated rapid pathogen detection systems, today announced it has successfully utilized its MiQLab™ System (“MiQLab”) to detect the presence of mycoplasmas, a group of common microbial contaminants responsible for substantial losses in both time and money for biopharmaceutical manufacturers."
New 'Gold Standard' PCR Test To Travel Service Launched,https://www.laboratorynetwork.com/doc/new-gold-standard-pcr-test-to-travel-service-launched-0001,7/20/2021,A new 'gold' standard COVID-19 testing service has been launched today to enable people to take advantage of relaxed rules on foreign travel.
Todos Medical To Launch EUA Authorized cPass SARS-CoV-2 Neutralizing Antibody Kit Through Agreement With Fosun Pharma,https://www.laboratorynetwork.com/doc/todos-medical-to-launch-eua-authorized-cpass-sars-cov-neutralizing-antibody-kit-pharma-0001,7/19/2021,"Todos Medical, Ltd. (OTCQB: TOMDF), a comprehensive medical diagnostics and related solutions company, today announced that it has entered into a distribution agreement with Fosun Pharma for the cPass™ SARS-CoV-2 Neutralizing Antibody Detection Kit that has received Emergency Use Authorization (“EUA”) from the US FDA for the detection of SARS-CoV-2 receptor binding domain (“RBD” or “neutralizing”) antibodies."
"Capital Digestive Care Partners With Colliers & Facility Logix To Expand Its Clinical Laboratory Footprint To 21,000 Square Feet",https://www.laboratorynetwork.com/doc/capital-digestive-care-partners-with-colliers-facility-logix-footprint-to-square-feet-0001,7/19/2021,"Capital Digestive Care, the largest private gastroenterology practice in the Mid-Atlantic, has partnered with Colliers International and Facility Logix to relocate and expand its laboratory in Silver Spring, Maryland."
A Noninvasive Test To Detect Cancer Cells And Pinpoint Their Location,https://www.laboratorynetwork.com/doc/a-noninvasive-test-to-detect-cancer-cells-and-pinpoint-their-location-0001,7/15/2021,"Most of the tests that doctors use to diagnose cancer — such as mammography, colonoscopy, and CT scans — are based on imaging. More recently, researchers have also developed molecular diagnostics that can detect specific cancer-associated molecules that circulate in bodily fluids like blood or urine."
Entry Level Semi Automatic Microplate Sealer,https://www.laboratorynetwork.com/doc/entry-level-semi-automatic-microplate-sealer-0001,7/14/2021,"Designed to be simple to operate, the new Ultraseal LITE semi-automatic microplate sealer from Porvair Sciences is the perfect device for labs with low to medium throughput (6 plates / minute) processing needs."
Hologic Obtains European CE Mark For Use Of Saliva Samples With COVID-19 Test,https://www.laboratorynetwork.com/doc/hologic-obtains-european-ce-mark-for-use-of-saliva-samples-with-covid-test-0001,7/14/2021,"Hologic, Inc. has obtained a CE Mark for the use of saliva samples with the Aptima SARS-CoV-2 assay in Europe. The Aptima SARS-CoV-2 test is a molecular diagnostic assay that detects the genetic material of the pathogen causing COVID-19. The test runs on the fully automated Panther system."
Pandemic Response Lab And Brio Announce Partnership To Provide Innovative Molecular Diagnostics Testing Solutions For The Entertainment Industry,https://www.laboratorynetwork.com/doc/pandemic-response-lab-molecular-diagnostics-testing-solutions-entertainment-industry-0001,7/13/2021,The Pandemic Response Lab (PRL) and Brio today announced they are partnering to provide COVID-19 testing and variant “zone” surveillance tracking to mitigate the risk of new and emerging variants for the entertainment industry.
LabVantage Solutions Introduces Secure Web Portal With Version 8.7 Of Its LabVantage LIMS Platform,https://www.laboratorynetwork.com/doc/labvantage-solutions-introduces-secure-web-portal-version-labvantage-lims-platform-0001,7/13/2021,"LabVantage Solutions, Inc., the leading provider of laboratory informatics solutions and services including purpose-built LIMS solutions that allow labs to go live faster and at a lower total cost, today announced that the 8.7 edition of its flagship LabVantage LIMS will provide a secure self-service web portal for the lab’s external clients."
Thermo Fisher Scientific And My Green Lab Collaborate To Expand Use Of ACT Label In Driving Environmentally Sustainable Lab Practices,https://www.laboratorynetwork.com/doc/thermo-fisher-scientific-and-my-green-lab-collaborate-label-in-sustainable-lab-practices-0001,7/13/2021,"Thermo Fisher Scientific Inc. (NYSE:TMO), the world leader in serving science, today announced an expansion of its collaboration with My Green Lab, a non-profit organization committed to improving the environmental sustainability of scientific research."
GT Molecular Launches Highly Sensitive PCR Tests For The SARS-CoV-2 Delta Variant And Influenza A/B,https://www.laboratorynetwork.com/doc/gt-molecular-launches-highly-sensitive-pcr-tests-for-the-sars-cov-delta-variant-and-influenza-a-b-0001,7/13/2021,
Quidel Receives CE Mark For Savanna Multiplex Molecular Analyzer And Respiratory Viral Panel,https://www.laboratorynetwork.com/doc/quidel-receives-ce-mark-savanna-multiplex-molecular-analyzer-respiratory-viral-panel-0001,7/12/2021,"Quidel Corporation (“Quidel”), a leading provider of rapid diagnostic testing solutions, cellular-based virology assays and molecular diagnostic systems, announced today that the company has received the CE Mark for its innovative Savanna multiplex molecular analyzer and Savanna® RVP4 Assay (Respiratory Viral Panel-4)."
FluroTest Announces Pre-Emergency Use Authorization Filing With FDA; Provides Executive Update On Program Progress,https://www.laboratorynetwork.com/doc/flurotest-announces-pre-emergency-use-authorization-filing-with-fda-provides-executive-update-on-program-progress-0001,7/12/2021,"FluroTech LTD. (TSXV: TEST) (OTCQB: FLURF) and wholly owned subsidiary FluroTest Diagnostic Systems (""FluroTest"" or The Company), a diagnostics technology leader in high output rapid antigen testing for the detection of SARS-CoV-2 and other pathogens, today announced it has filed its Pre-Emergency Use Authorization (Pre-EUA) Request with the U.S. Food and Drug Administration (FDA)."
SpectraLIT™ - An Instant COVID-19 Testing Platform Enters Indian Market,https://www.laboratorynetwork.com/doc/spectralit-an-instant-covid-testing-platform-enters-indian-market-0001,7/12/2021,"MediCircle Health Pvt. Ltd., an AI-powered diagnostics company, is introducing the SpectraLIT™ - Spectral Instant Test in India, which is the world's fastest COVID-19 test delivering results in just one second."
"CaDi Introduces Lycobrain™, A First-In-Class Nutraceutical Targeting Tissue Oxygenation, With Supporting Point-Of-Care Diagnostic Blood Test",https://www.laboratorynetwork.com/doc/cadi-introduces-lycobrain-nutraceutical-targeting-tissue-oxygenation-diagnostic-blood-test-0001,7/12/2021,"Cambridge Diagnostic Imaging, CaDi, launches Lycobrain™, a first-in class nutraceutical to reboot and support brain functions, together with the development of a companion point-of-care diagnostic blood test for the assessment of tissue oxygenation."
Ortho Clinical Diagnostics' Quantitative COVID-19 IgG Antibody Test First To Receive FDA Emergency Use Authorization,https://www.laboratorynetwork.com/doc/ortho-clinical-diagnostics-quantitative-covid-igg-antibody-fda-emergency-use-authorization-0001,7/9/2021,"Ortho Clinical Diagnostics (Nasdaq: OCDX), one of the world's largest pure-play in vitro diagnostics companies, today announced its VITROS® Anti-SARS-CoV-2 IgG Quantitative Test is the first quantitative COVID-19 IgG antibody test to receive U.S. Food and Drug Administration (FDA) Emergency Use Authorization (EUA)."
QIAGEN’s NeuMoDx HAdV Quant Assay Secures CE-IVD Certification For Automated Testing To Detect Human Adenovirus Infections,https://www.laboratorynetwork.com/doc/qiagen-s-neumodx-certification-for-automated-testing-to-detect-human-adenovirus-infections-0001,7/8/2021,QIAGEN N.V. today announced that its NeuMoDx HAdV Quant Assay for the identification and quantification of human adenovirus (HAdV) DNA has received CE-IVD certification for the European Union and other countries that accept this marking.
Ischemia Care Announces Industry And Hospital Program To Support Molecular Diagnostic Testing In Ischemic Stroke,https://www.laboratorynetwork.com/doc/ischemia-care-industry-and-hospital-program-support-molecular-diagnostic-testing-ischemic-stroke-0001,7/8/2021,"Ischemia Care today announced a new program called “CLASSICS,” which stands for Clinical Laboratory and Strategic Support to Identify Stroke and Cause of Stroke to commercialize a portfolio of hospital-based blood tests across industry leading laboratory platforms for ischemic stroke and underlying causes (such as atrial fibrillation) used in the hospital setting."
Inventive Health: COVID-19 Detected In 20 Seconds By Ultra-Rapid Mouthwash Or Nasal Swab Test Using Spectral Analysis Under MHRA Approval,https://www.laboratorynetwork.com/doc/inventive-health-covid-detected-in-seconds-by-ultra-rapid-mouthwash-analysis-under-mhra-approval-0001,7/8/2021,"SpectraLIT™, an ultra-rapid pathogens diagnostic device able to test for SARS-CoV-2 within 20 seconds, is undergoing MHRA registration and, with approval expected imminently, will soon be available in the UK."
Ibex And Sana Kliniken Berlin-Brandenburg Partner To Bring AI-Powered Cancer Diagnostics To Germany,https://www.laboratorynetwork.com/doc/ibex-and-sana-kliniken-berlin-brandenburg-cancer-diagnostics-to-germany-0001,7/7/2021,"Ibex Medical Analytics, the pioneer in artificial intelligence (AI)-powered cancer diagnostics and Sana Kliniken Berlin-Brandenburg, part of Sana Kliniken AG - the third largest private hospital group in Germany, today announced the first deployment and clinical evaluation in Germany of an AI platform that supports pathologists during routine cancer diagnosis."
Ortho Clinical Diagnostics Announces Partnership With Thermo Fisher Scientific,https://www.laboratorynetwork.com/doc/ortho-clinical-diagnostics-announces-partnership-with-thermo-fisher-scientific-0001,7/7/2021,
BiologyWorks Awarded ISO 13485:2016 Certification For Development Of Its SARS-CoV-2 Fast Molecular Reusable Diagnostic Test,https://www.laboratorynetwork.com/doc/biologyworks-awarded-iso-certification-for-development-of-its-sars-cov-fast-molecular-reusable-diagnostic-test-0001,7/6/2021,"BiologyWorks, a medical test developer with a mission to deliver fast and accurate molecular testing, today announced that it has earned (ISO) 13485:2016 certification for its quality management processes in medical device manufacturing. BiologyWorks is the developer of the BiologyWorks k(now) test, a fast molecular test for qualitative detection of pathogens and molecular biomarkers for SARS-CoV-2 and other viruses and infections."
"Biocept Receives South Korean Patent For Primer-Switch Platform Used To Identify Rare Genetic Mutations, Including Cancer Biomarkers",https://www.laboratorynetwork.com/doc/biocept-receives-south-korean-patent-for-primer-switch-platform-used-including-cancer-biomarkers-0001,7/6/2021,"Biocept, Inc., a leading provider of molecular diagnostic assays and services, has been awarded a South Korean Patent for its Primer-Switch technology, which detects rare mutations in circulating tumor DNA (ctDNA) using real-time PCR and associated analysis methods."
